/people/person/places_lived./people/place_lived/location	/base/biblioness/bibs_location/country
/award/award_nominee/award_nominations./award/award_nomination/award_nominee	/organization/organization/place_founded	/base/biblioness/bibs_location/country
/award/award_nominee/award_nominations./award/award_nomination/award_nominee	/film/film_distributor/films_distributed./film/film_film_distributor_relationship/film	/film/film/distributors./film/film_film_distributor_relationship/region
/people/person/place_of_birth	/location/location/contains	/location/administrative_division/country
/people/person/place_of_birth	/location/location/contains	/organization/organization/headquarters./location/mailing_address/state_province_region
/music/artist/origin	/location/location/contains	/base/biblioness/bibs_location/country
/music/artist/origin	/location/location/contains	/location/administrative_division/country
/music/artist/origin	/location/location/contains	/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location
/music/artist/origin	/location/location/contains	/organization/organization/headquarters./location/mailing_address/state_province_region
/film/director/film	/film/film/featured_film_locations	/base/biblioness/bibs_location/country
/film/director/film	/film/film/release_date_s./film/film_regional_release_date/film_release_region	/location/statistical_region/places_exported_to./location/imports_and_exports/exported_to
/film/director/film	/film/film/country	/location/statistical_region/places_exported_to./location/imports_and_exports/exported_to
/film/director/film	/film/film/release_date_s./film/film_regional_release_date/film_release_region	/location/location/adjoin_s./location/adjoining_relationship/adjoins
/film/director/film	/film/film/featured_film_locations	/location/administrative_division/country
/film/director/film	/film/film/production_companies	/organization/organization/headquarters./location/mailing_address/country
/music/artist/origin
/music/artist/origin	/location/location/contains	/organization/organization/headquarters./location/mailing_address/country
/music/artist/origin	/military/military_combatant/military_conflicts./military/military_combatant_group/combatants	/military/military_combatant/military_conflicts./military/military_combatant_group/combatants
/music/artist/origin	/military/military_combatant/military_conflicts./military/military_combatant_group/combatants	/location/statistical_region/places_exported_to./location/imports_and_exports/exported_to
/music/artist/origin	/location/statistical_region/places_exported_to./location/imports_and_exports/exported_to	/military/military_combatant/military_conflicts./military/military_combatant_group/combatants
/music/artist/origin	/location/statistical_region/places_exported_to./location/imports_and_exports/exported_to	/location/statistical_region/places_exported_to./location/imports_and_exports/exported_to
/music/artist/origin	/olympics/olympic_participating_country/medals_won./olympics/olympic_medal_honor/olympics	/olympics/olympic_games/participating_countries
/music/artist/origin	/olympics/olympic_participating_country/athletes./olympics/olympic_athlete_affiliation/olympics	/olympics/olympic_games/participating_countries
/music/artist/origin	/location/location/contains	/location/administrative_division/first_level_division_of
/music/artist/origin	/location/location/contains	/base/aareas/schema/administrative_area/administrative_parent
/music/artist/origin	/location/country/second_level_divisions	/base/biblioness/bibs_location/country
/music/artist/origin	/location/country/capital	/base/aareas/schema/administrative_area/administrative_parent
/music/artist/origin	/location/country/capital	/base/biblioness/bibs_location/country
/music/artist/origin	/location/country/capital	/location/administrative_division/country
/music/artist/origin	/dataworld/gardening_hint/split_to
/music/artist/origin	/location/statistical_region/places_exported_to./location/imports_and_exports/exported_to	/location/location/adjoin_s./location/adjoining_relationship/adjoins
/music/artist/origin	/military/military_combatant/military_conflicts./military/military_combatant_group/combatants	/location/location/adjoin_s./location/adjoining_relationship/adjoins
/music/artist/origin	/organization/organization_member/member_of./organization/organization_membership/organization	/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location
/music/artist/origin	/location/location/adjoin_s./location/adjoining_relationship/adjoins	/location/location/adjoin_s./location/adjoining_relationship/adjoins
/music/artist/origin	/location/location/adjoin_s./location/adjoining_relationship/adjoins	/military/military_combatant/military_conflicts./military/military_combatant_group/combatants
/music/artist/origin	/location/location/adjoin_s./location/adjoining_relationship/adjoins	/location/statistical_region/places_exported_to./location/imports_and_exports/exported_to
/music/artist/origin	/organization/organization_member/member_of./organization/organization_membership/organization	/user/ktrueman/default_domain/international_organization/member_states
/music/artist/origin	/location/country/second_level_divisions	/location/administrative_division/country
/music/artist/origin	/film/film_subject/films	/film/film/release_date_s./film/film_regional_release_date/film_release_region
/music/artist/origin	/film/film_subject/films	/film/film/country
/music/artist/origin	/location/location/adjoin_s./location/adjoining_relationship/adjoins	/location/location/partially_contains
/award/award_nominee/award_nominations./award/award_nomination/award_nominee	/base/popstra/celebrity/dated./base/popstra/dated/participant	/government/politician/government_positions_held./government/government_position_held/jurisdiction_of_office
/award/award_nominee/award_nominations./award/award_nomination/nominated_for	/film/film/distributors./film/film_film_distributor_relationship/region	/military/military_combatant/military_conflicts./military/military_combatant_group/combatants
/award/award_nominee/award_nominations./award/award_nomination/nominated_for	/film/film/distributors./film/film_film_distributor_relationship/region	/location/statistical_region/places_exported_to./location/imports_and_exports/exported_to
/film/actor/film./film/performance/film	/film/film/release_date_s./film/film_regional_release_date/film_release_region	/base/biblioness/bibs_location/country
/film/actor/film./film/performance/film	/film/film/prequel	/film/film/runtime./film/film_cut/film_release_region
/award/award_nominee/award_nominations./award/award_nomination/award_nominee	/base/americancomedy/celebrity_impressionist/celebrities_impersonated	/government/politician/government_positions_held./government/government_position_held/jurisdiction_of_office
/people/deceased_person/place_of_death	/location/location/contains	/location/administrative_division/country
/people/deceased_person/place_of_death	/location/location/contains	/organization/organization/headquarters./location/mailing_address/state_province_region
/award/award_nominee/award_nominations./award/award_nomination/nominated_for	/film/film/country	/location/administrative_division/first_level_division_of
/award/award_nominee/award_nominations./award/award_nomination/nominated_for	/film/film/country	/base/aareas/schema/administrative_area/administrative_parent
/award/award_nominee/award_nominations./award/award_nomination/nominated_for	/film/film/country	/location/administrative_division/country
/award/award_nominee/award_nominations./award/award_nomination/nominated_for	/film/film/country	/time/event/locations
/influence/influence_node/influenced_by	/people/person/languages	/language/human_language/countries_spoken_in
/award/award_nominee/award_nominations./award/award_nomination/award_nominee	/influence/influence_node/influenced_by	/music/artist/origin
/base/popstra/celebrity/friendship./base/popstra/friendship/participant	/people/person/place_of_birth	/location/administrative_division/country
/base/popstra/celebrity/friendship./base/popstra/friendship/participant	/people/person/spouse_s./people/marriage/spouse	/people/person/place_of_birth
/base/popstra/celebrity/friendship./base/popstra/friendship/participant	/award/award_nominee/award_nominations./award/award_nomination/award_nominee	/people/person/place_of_birth
/organization/organization_founder/organizations_founded	/music/record_label/artist	/music/artist/origin
/award/award_winner/awards_won./award/award_honor/award_winner	/award/award_nominee/award_nominations./award/award_nomination/award_nominee	/organization/organization/headquarters./location/mailing_address/country
/award/award_winner/awards_won./award/award_honor/award_winner	/organization/organization/headquarters./location/mailing_address/citytown	/location/administrative_division/country
/award/award_nominee/award_nominations./award/award_nomination/award_nominee	/organization/organization/headquarters./location/mailing_address/citytown	/location/administrative_division/country
/organization/organization_founder/organizations_founded	/film/film_distributor/films_distributed./film/film_film_distributor_relationship/film	/film/film/release_date_s./film/film_regional_release_date/film_release_region
/organization/organization_founder/organizations_founded	/film/film_distributor/films_distributed./film/film_film_distributor_relationship/film	/film/film/country
/organization/organization_founder/organizations_founded	/award/award_nominee/award_nominations./award/award_nomination/nominated_for	/film/film/country
/organization/organization_founder/organizations_founded	/award/award_nominee/award_nominations./award/award_nomination/nominated_for	/film/film/release_date_s./film/film_regional_release_date/film_release_region
/organization/organization_founder/organizations_founded	/film/film_distributor/films_distributed./film/film_film_distributor_relationship/film	/film/film/runtime./film/film_cut/film_release_region
/organization/organization_founder/organizations_founded	/award/award_nominee/award_nominations./award/award_nomination/nominated_for	/film/film/runtime./film/film_cut/film_release_region
/organization/organization_founder/organizations_founded	/award/award_winner/awards_won./award/award_honor/award_winner	/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location
/organization/organization_founder/organizations_founded	/award/award_nominee/award_nominations./award/award_nomination/award_nominee	/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location
/organization/organization_founder/organizations_founded	/organization/organization/place_founded	/base/biblioness/bibs_location/country
/people/person/employment_history./business/employment_tenure/company	/film/film_distributor/films_distributed./film/film_film_distributor_relationship/film	/film/film/release_date_s./film/film_regional_release_date/film_release_region
/people/person/employment_history./business/employment_tenure/company	/film/film_distributor/films_distributed./film/film_film_distributor_relationship/film	/film/film/country
/people/person/employment_history./business/employment_tenure/company	/award/award_nominee/award_nominations./award/award_nomination/nominated_for	/film/film/country
/people/person/employment_history./business/employment_tenure/company	/award/award_nominee/award_nominations./award/award_nomination/nominated_for	/film/film/release_date_s./film/film_regional_release_date/film_release_region
/people/person/employment_history./business/employment_tenure/company	/film/film_distributor/films_distributed./film/film_film_distributor_relationship/film	/film/film/runtime./film/film_cut/film_release_region
/people/person/employment_history./business/employment_tenure/company	/award/award_nominee/award_nominations./award/award_nomination/nominated_for	/film/film/runtime./film/film_cut/film_release_region
/people/person/employment_history./business/employment_tenure/company	/award/award_winner/awards_won./award/award_honor/award_winner	/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location
/people/person/employment_history./business/employment_tenure/company	/award/award_nominee/award_nominations./award/award_nomination/award_nominee	/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location
/people/person/employment_history./business/employment_tenure/company	/organization/organization/place_founded	/base/biblioness/bibs_location/country
/base/popstra/celebrity/dated./base/popstra/dated/participant	/music/artist/origin	/base/biblioness/bibs_location/country
/organization/organization_founder/organizations_founded	/organization/organization/headquarters./location/mailing_address/citytown	/base/biblioness/bibs_location/country
/people/person/languages	/media_common/netflix_genre/titles	/film/film/country
/award/award_winner/awards_won./award/award_honor/award_winner	/base/popstra/celebrity/friendship./base/popstra/friendship/participant	/government/politician/government_positions_held./government/government_position_held/jurisdiction_of_office
/award/award_winner/awards_won./award/award_honor/award_winner	/people/person/spouse_s./people/marriage/location_of_ceremony	/base/biblioness/bibs_location/country
/award/award_nominee/award_nominations./award/award_nomination/award_nominee	/film/director/film	/tv/tv_program/country_of_origin
/award/award_winner/awards_won./award/award_honor/award_winner	/film/director/film	/tv/tv_program/country_of_origin
/award/award_nominee/award_nominations./award/award_nomination/nominated_for	/film/film/featured_film_locations	/military/military_combatant/military_conflicts./military/military_combatant_group/combatants
/award/award_nominee/award_nominations./award/award_nomination/nominated_for	/tv/tv_program/program_creator	/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location
/people/person/place_of_birth	/location/administrative_division/country	/military/military_combatant/military_conflicts./military/military_combatant_group/combatants
/award/award_winner/awards_won./award/award_honor/award_winner	/tv/tv_producer/programs_produced./tv/tv_producer_term/program	/film/film/country
/award/award_winner/awards_won./award/award_honor/award_winner	/film/actor/film./film/performance/film	/tv/tv_program/country_of_origin
/award/award_nominee/award_nominations./award/award_nomination/award_nominee	/tv/tv_producer/programs_produced./tv/tv_producer_term/program	/film/film/country
/people/person/place_of_birth	/location/capital_of_administrative_division/capital_of./location/administrative_division_capital_relationship/administrative_division	/base/biblioness/bibs_location/country
/people/person/place_of_birth	/location/capital_of_administrative_division/capital_of./location/administrative_division_capital_relationship/administrative_division	/location/administrative_division/country
/people/person/sibling_s./people/sibling_relationship/sibling	/award/award_nominee/award_nominations./award/award_nomination/award_nominee	/people/person/place_of_birth
/base/popstra/celebrity/breakup./base/popstra/breakup/participant	/award/award_nominee/award_nominations./award/award_nomination/nominated_for	/film/film/release_date_s./film/film_regional_release_date/film_release_region
/base/popstra/celebrity/breakup./base/popstra/breakup/participant	/award/award_nominee/award_nominations./award/award_nomination/nominated_for	/film/film/country
/base/popstra/celebrity/breakup./base/popstra/breakup/participant	/music/artist/origin	/base/biblioness/bibs_location/country
/base/popstra/celebrity/breakup./base/popstra/breakup/participant	/people/person/spouse_s./people/marriage/type_of_union	/people/marriage_union_type/unions_of_this_type./people/marriage/location_of_ceremony
/base/popstra/celebrity/breakup./base/popstra/breakup/participant	/film/actor/film./film/performance/film	/film/film/release_date_s./film/film_regional_release_date/film_release_region
/base/popstra/celebrity/breakup./base/popstra/breakup/participant	/film/actor/film./film/performance/film	/film/film/country
/people/person/spouse_s./people/marriage/spouse	/music/artist/origin	/base/biblioness/bibs_location/country
/award/award_nominee/award_nominations./award/award_nomination/award_nominee	/base/popstra/celebrity/friendship./base/popstra/friendship/participant	/people/person/employment_history./business/employment_tenure/company
/award/award_winner/awards_won./award/award_honor/award_winner	/base/popstra/celebrity/friendship./base/popstra/friendship/participant	/people/person/employment_history./business/employment_tenure/company
/film/director/film	/film/film/language	/language/human_language/countries_spoken_in
/film/director/film	/award/award_winning_work/awards_won./award/award_honor/honored_for	/film/film/release_date_s./film/film_regional_release_date/film_release_region
/film/director/film	/award/award_winning_work/awards_won./award/award_honor/honored_for	/film/film/country
/base/popstra/celebrity/friendship./base/popstra/friendship/participant	/people/person/spouse_s./people/marriage/location_of_ceremony	/base/biblioness/bibs_location/country
/base/popstra/celebrity/dated./base/popstra/dated/participant	/award/award_nominee/award_nominations./award/award_nomination/nominated_for	/film/film/runtime./film/film_cut/film_release_region
/base/popstra/celebrity/canoodled./base/popstra/canoodled/participant	/people/person/spouse_s./people/marriage/type_of_union	/people/marriage_union_type/unions_of_this_type./people/marriage/location_of_ceremony
/base/popstra/celebrity/canoodled./base/popstra/canoodled/participant	/film/actor/film./film/performance/film	/film/film/runtime./film/film_cut/film_release_region
/base/popstra/celebrity/canoodled./base/popstra/canoodled/participant	/award/award_nominee/award_nominations./award/award_nomination/nominated_for	/film/film/runtime./film/film_cut/film_release_region
/people/person/spouse_s./people/marriage/spouse	/award/award_nominee/award_nominations./award/award_nomination/nominated_for	/film/film/runtime./film/film_cut/film_release_region
/people/person/spouse_s./people/marriage/spouse	/people/person/places_lived./people/place_lived/location	/base/biblioness/bibs_location/country
/people/person/places_lived./people/place_lived/location	/location/hud_county_place/county	/base/biblioness/bibs_location/country
/people/person/place_of_birth	/location/hud_county_place/county	/base/biblioness/bibs_location/country
/film/actor/film./film/performance/special_performance_type	/film/special_film_performance_type/film_performance_type./film/performance/film	/film/film/runtime./film/film_cut/film_release_region
/base/popstra/celebrity/dated./base/popstra/dated/participant	/people/person/place_of_birth	/base/biblioness/bibs_location/country
/base/popstra/celebrity/friendship./base/popstra/friendship/participant	/award/award_nominee/award_nominations./award/award_nomination/nominated_for	/film/film/runtime./film/film_cut/film_release_region
/film/actor/film./film/performance/film	/film/film/release_date_s./film/film_regional_release_date/film_regional_debut_venue	/location/administrative_division/country
/film/actor/film./film/performance/film	/film/film/featured_film_locations	/military/military_combatant/military_conflicts./military/military_combatant_group/combatants
/film/actor/film./film/performance/film	/film/film/featured_film_locations	/location/statistical_region/places_exported_to./location/imports_and_exports/exported_to
/film/actor/film./film/performance/film	/film/film/music	/music/artist/origin
/people/person/places_lived./people/place_lived/location	/base/biblioness/bibs_location/country	/military/military_combatant/military_conflicts./military/military_combatant_group/combatants
/music/artist/origin	/base/biblioness/bibs_location/country	/military/military_combatant/military_conflicts./military/military_combatant_group/combatants
/people/person/languages	/education/field_of_study/students_majoring./education/education/major_field_of_study	/language/human_language/countries_spoken_in
/tv/tv_producer/programs_produced./tv/tv_producer_term/program	/tv/tv_program/country_of_origin
/tv/tv_producer/programs_produced./tv/tv_producer_term/program	/tv/tv_program/country_of_origin	/dataworld/gardening_hint/split_to
/tv/tv_writer/tv_programs./tv/tv_program_writer_relationship/tv_program	/tv/tv_program/country_of_origin
/tv/tv_writer/tv_programs./tv/tv_program_writer_relationship/tv_program	/tv/tv_program/country_of_origin	/dataworld/gardening_hint/split_to
/people/person/spouse_s./people/marriage/location_of_ceremony	/organization/organization_member/member_of./organization/organization_membership/organization	/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location
/people/person/spouse_s./people/marriage/location_of_ceremony	/olympics/olympic_participating_country/medals_won./olympics/olympic_medal_honor/olympics	/olympics/olympic_games/participating_countries
/people/person/spouse_s./people/marriage/location_of_ceremony	/olympics/olympic_participating_country/athletes./olympics/olympic_athlete_affiliation/olympics	/olympics/olympic_games/participating_countries
/people/person/spouse_s./people/marriage/location_of_ceremony	/media_common/netflix_genre/titles	/film/film/release_date_s./film/film_regional_release_date/film_release_region
/people/person/spouse_s./people/marriage/location_of_ceremony	/organization/organization_member/member_of./organization/organization_membership/organization	/user/ktrueman/default_domain/international_organization/member_states
/people/person/spouse_s./people/marriage/location_of_ceremony	/location/statistical_region/places_exported_to./location/imports_and_exports/exported_to
/people/person/spouse_s./people/marriage/location_of_ceremony	/location/statistical_region/places_exported_to./location/imports_and_exports/exported_to	/dataworld/gardening_hint/split_to
/people/person/spouse_s./people/marriage/location_of_ceremony	/location/statistical_region/places_exported_to./location/imports_and_exports/exported_to	/location/location/adjoin_s./location/adjoining_relationship/adjoins
/people/person/spouse_s./people/marriage/location_of_ceremony	/location/statistical_region/places_exported_to./location/imports_and_exports/exported_to	/military/military_combatant/military_conflicts./military/military_combatant_group/combatants
/people/person/spouse_s./people/marriage/location_of_ceremony	/location/statistical_region/places_exported_to./location/imports_and_exports/exported_to	/location/statistical_region/places_exported_to./location/imports_and_exports/exported_to
/people/person/employment_history./business/employment_tenure/company	/organization/organization/headquarters./location/mailing_address/citytown	/location/administrative_division/country
/influence/influence_node/influenced_by	/people/person/places_lived./people/place_lived/location	/military/military_combatant/military_conflicts./military/military_combatant_group/combatants
/influence/influence_node/influenced_by	/people/person/places_lived./people/place_lived/location	/location/statistical_region/places_exported_to./location/imports_and_exports/exported_to
/award/award_winner/awards_won./award/award_honor/award_winner	/award/award_winner/awards_won./award/award_honor/award_winner	/government/politician/government_positions_held./government/government_position_held/jurisdiction_of_office
/award/award_winner/awards_won./award/award_honor/award_winner	/award/award_nominee/award_nominations./award/award_nomination/award_nominee	/government/politician/government_positions_held./government/government_position_held/jurisdiction_of_office
/award/award_nominee/award_nominations./award/award_nomination/award_nominee	/award/award_winner/awards_won./award/award_honor/award_winner	/government/politician/government_positions_held./government/government_position_held/jurisdiction_of_office
/award/award_nominee/award_nominations./award/award_nomination/award_nominee	/award/award_nominee/award_nominations./award/award_nomination/award_nominee	/government/politician/government_positions_held./government/government_position_held/jurisdiction_of_office
/music/artist/origin	/location/hud_county_place/place	/base/biblioness/bibs_location/country
/music/artist/origin	/base/biblioness/bibs_location/country	/dataworld/gardening_hint/split_to
/music/artist/origin	/base/biblioness/bibs_location/state	/location/administrative_division/first_level_division_of
/music/artist/origin	/base/biblioness/bibs_location/state	/location/administrative_division/country
/music/artist/origin	/base/biblioness/bibs_location/state	/base/aareas/schema/administrative_area/administrative_parent
/music/artist/origin	/base/biblioness/bibs_location/state	/base/biblioness/bibs_location/country
/award/award_nominee/award_nominations./award/award_nomination/award_nominee	/award/award_nominee/award_nominations./award/award_nomination/nominated_for	/film/film/distributors./film/film_film_distributor_relationship/region
/award/award_nominee/award_nominations./award/award_nomination/nominated_for	/film/film/prequel	/film/film/country
/people/person/spouse_s./people/marriage/location_of_ceremony	/location/location/contains	/organization/organization/headquarters./location/mailing_address/country
/people/person/spouse_s./people/marriage/location_of_ceremony	/location/location/contains	/location/administrative_division/country
/people/person/spouse_s./people/marriage/location_of_ceremony	/location/administrative_division/country
/people/person/spouse_s./people/marriage/location_of_ceremony	/location/administrative_division/country	/dataworld/gardening_hint/split_to
/people/person/spouse_s./people/marriage/location_of_ceremony	/base/aareas/schema/administrative_area/administrative_parent
/people/person/spouse_s./people/marriage/location_of_ceremony	/base/aareas/schema/administrative_area/administrative_parent	/dataworld/gardening_hint/split_to
/people/person/spouse_s./people/marriage/location_of_ceremony	/location/location/contains	/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location
/people/person/spouse_s./people/marriage/location_of_ceremony	/location/location/adjoin_s./location/adjoining_relationship/adjoins	/base/biblioness/bibs_location/country
/people/person/spouse_s./people/marriage/location_of_ceremony	/location/location/adjoin_s./location/adjoining_relationship/adjoins	/base/aareas/schema/administrative_area/administrative_parent
/people/person/spouse_s./people/marriage/location_of_ceremony	/location/location/adjoin_s./location/adjoining_relationship/adjoins	/location/administrative_division/country
/people/person/spouse_s./people/marriage/location_of_ceremony	/location/location/adjoin_s./location/adjoining_relationship/adjoins	/location/administrative_division/first_level_division_of
/people/person/religion	/organization/organization/headquarters./location/mailing_address/citytown	/base/biblioness/bibs_location/country
/base/popstra/celebrity/canoodled./base/popstra/canoodled/participant	/people/person/places_lived./people/place_lived/location	/location/administrative_division/country
/base/popstra/celebrity/canoodled./base/popstra/canoodled/participant	/people/person/place_of_birth	/location/administrative_division/country
/celebrities/celebrity/celebrity_friends./celebrities/friendship/friend	/base/popstra/celebrity/friendship./base/popstra/friendship/participant	/music/artist/origin
/celebrities/celebrity/celebrity_friends./celebrities/friendship/friend	/celebrities/celebrity/celebrity_friends./celebrities/friendship/friend	/music/artist/origin
/celebrities/celebrity/celebrity_friends./celebrities/friendship/friend	/people/person/places_lived./people/place_lived/location	/location/administrative_division/first_level_division_of
/celebrities/celebrity/celebrity_friends./celebrities/friendship/friend	/people/person/places_lived./people/place_lived/location	/base/aareas/schema/administrative_area/administrative_parent
/celebrities/celebrity/celebrity_friends./celebrities/friendship/friend	/people/person/places_lived./people/place_lived/location	/location/administrative_division/country
/celebrities/celebrity/celebrity_friends./celebrities/friendship/friend	/people/person/place_of_birth	/base/biblioness/bibs_location/country
/celebrities/celebrity/celebrity_friends./celebrities/friendship/friend	/award/award_nominee/award_nominations./award/award_nomination/nominated_for	/film/film/runtime./film/film_cut/film_release_region
/celebrities/celebrity/celebrity_friends./celebrities/friendship/friend	/people/person/spouse_s./people/marriage/type_of_union	/people/marriage_union_type/unions_of_this_type./people/marriage/location_of_ceremony
/people/person/employment_history./business/employment_tenure/company	/organization/organization/headquarters./location/mailing_address/country
/people/person/employment_history./business/employment_tenure/company	/organization/organization/headquarters./location/mailing_address/country	/dataworld/gardening_hint/split_to
/people/person/employment_history./business/employment_tenure/company	/education/educational_institution/campuses	/organization/organization/headquarters./location/mailing_address/country
/people/person/employment_history./business/employment_tenure/company	/education/educational_institution_campus/educational_institution	/organization/organization/headquarters./location/mailing_address/country
/people/person/employment_history./business/employment_tenure/company	/organization/organization/headquarters./location/mailing_address/state_province_region	/base/biblioness/bibs_location/country
/people/deceased_person/place_of_burial	/location/location/contains	/base/biblioness/bibs_location/country
/people/deceased_person/place_of_burial	/base/aareas/schema/administrative_area/capital	/base/biblioness/bibs_location/country
/people/deceased_person/place_of_burial	/base/biblioness/bibs_location/country
/people/deceased_person/place_of_burial	/base/biblioness/bibs_location/country	/dataworld/gardening_hint/split_to
/people/deceased_person/place_of_burial	/location/administrative_division/first_level_division_of
/people/deceased_person/place_of_burial	/location/administrative_division/first_level_division_of	/dataworld/gardening_hint/split_to
/people/deceased_person/place_of_burial	/location/administrative_division/country
/people/deceased_person/place_of_burial	/location/administrative_division/country	/dataworld/gardening_hint/split_to
/people/deceased_person/place_of_burial	/base/aareas/schema/administrative_area/administrative_parent
/people/deceased_person/place_of_burial	/base/aareas/schema/administrative_area/administrative_parent	/dataworld/gardening_hint/split_to
/people/deceased_person/place_of_burial	/location/location/contains	/organization/organization/headquarters./location/mailing_address/country
/people/deceased_person/place_of_burial	/location/location/adjoin_s./location/adjoining_relationship/adjoins	/location/administrative_division/first_level_division_of
/people/deceased_person/place_of_burial	/location/location/adjoin_s./location/adjoining_relationship/adjoins	/base/biblioness/bibs_location/country
/people/deceased_person/place_of_burial	/location/location/adjoin_s./location/adjoining_relationship/adjoins	/base/aareas/schema/administrative_area/administrative_parent
/people/deceased_person/place_of_burial	/location/location/adjoin_s./location/adjoining_relationship/adjoins	/location/administrative_division/country
/award/award_nominee/award_nominations./award/award_nomination/nominated_for	/film/film/distributors./film/film_film_distributor_relationship/region	/location/location/contains
/award/award_nominee/award_nominations./award/award_nomination/award_nominee	/music/artist/origin
/government/politician/government_positions_held./government/government_position_held/legislative_sessions	/government/legislative_session/members./government/government_position_held/district_represented	/location/administrative_division/country
/government/politician/government_positions_held./government/government_position_held/legislative_sessions	/government/legislative_session/members./government/government_position_held/district_represented	/location/administrative_division/first_level_division_of
/government/politician/government_positions_held./government/government_position_held/legislative_sessions	/government/legislative_session/members./government/government_position_held/district_represented	/base/biblioness/bibs_location/country
/government/politician/government_positions_held./government/government_position_held/legislative_sessions	/government/legislative_session/members./government/government_position_held/district_represented	/base/aareas/schema/administrative_area/administrative_parent
/government/politician/government_positions_held./government/government_position_held/jurisdiction_of_office
/government/politician/government_positions_held./government/government_position_held/jurisdiction_of_office	/location/location/contains	/organization/organization/headquarters./location/mailing_address/country
/government/politician/government_positions_held./government/government_position_held/jurisdiction_of_office	/location/location/contains	/base/biblioness/bibs_location/country
/government/politician/government_positions_held./government/government_position_held/jurisdiction_of_office	/military/military_combatant/military_conflicts./military/military_combatant_group/combatants	/military/military_combatant/military_conflicts./military/military_combatant_group/combatants
/government/politician/government_positions_held./government/government_position_held/jurisdiction_of_office	/military/military_combatant/military_conflicts./military/military_combatant_group/combatants	/location/statistical_region/places_exported_to./location/imports_and_exports/exported_to
/government/politician/government_positions_held./government/government_position_held/jurisdiction_of_office	/location/statistical_region/places_exported_to./location/imports_and_exports/exported_to	/military/military_combatant/military_conflicts./military/military_combatant_group/combatants
/government/politician/government_positions_held./government/government_position_held/jurisdiction_of_office	/location/statistical_region/places_exported_to./location/imports_and_exports/exported_to	/location/statistical_region/places_exported_to./location/imports_and_exports/exported_to
/government/politician/government_positions_held./government/government_position_held/jurisdiction_of_office	/olympics/olympic_participating_country/medals_won./olympics/olympic_medal_honor/olympics	/olympics/olympic_games/participating_countries
/government/politician/government_positions_held./government/government_position_held/jurisdiction_of_office	/olympics/olympic_participating_country/athletes./olympics/olympic_athlete_affiliation/olympics	/olympics/olympic_games/participating_countries
/government/politician/government_positions_held./government/government_position_held/jurisdiction_of_office	/location/location/contains	/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location
/government/politician/government_positions_held./government/government_position_held/jurisdiction_of_office	/location/location/contains	/location/administrative_division/country
/government/politician/government_positions_held./government/government_position_held/jurisdiction_of_office	/location/location/contains	/location/administrative_division/first_level_division_of
/government/politician/government_positions_held./government/government_position_held/jurisdiction_of_office	/location/location/contains	/base/aareas/schema/administrative_area/administrative_parent
/government/politician/government_positions_held./government/government_position_held/jurisdiction_of_office	/location/country/second_level_divisions	/base/biblioness/bibs_location/country
/government/politician/government_positions_held./government/government_position_held/jurisdiction_of_office	/location/country/capital	/base/aareas/schema/administrative_area/administrative_parent
/government/politician/government_positions_held./government/government_position_held/jurisdiction_of_office	/location/country/capital	/base/biblioness/bibs_location/country
/government/politician/government_positions_held./government/government_position_held/jurisdiction_of_office	/location/country/capital	/location/administrative_division/country
/government/politician/government_positions_held./government/government_position_held/jurisdiction_of_office	/dataworld/gardening_hint/split_to
/government/politician/government_positions_held./government/government_position_held/jurisdiction_of_office	/location/statistical_region/places_exported_to./location/imports_and_exports/exported_to	/location/location/adjoin_s./location/adjoining_relationship/adjoins
/government/politician/government_positions_held./government/government_position_held/jurisdiction_of_office	/military/military_combatant/military_conflicts./military/military_combatant_group/combatants	/location/location/adjoin_s./location/adjoining_relationship/adjoins
/government/politician/government_positions_held./government/government_position_held/jurisdiction_of_office	/organization/organization_member/member_of./organization/organization_membership/organization	/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location
/government/politician/government_positions_held./government/government_position_held/jurisdiction_of_office	/location/location/adjoin_s./location/adjoining_relationship/adjoins	/location/location/adjoin_s./location/adjoining_relationship/adjoins
/government/politician/government_positions_held./government/government_position_held/jurisdiction_of_office	/location/location/adjoin_s./location/adjoining_relationship/adjoins	/military/military_combatant/military_conflicts./military/military_combatant_group/combatants
/government/politician/government_positions_held./government/government_position_held/jurisdiction_of_office	/location/location/adjoin_s./location/adjoining_relationship/adjoins	/location/statistical_region/places_exported_to./location/imports_and_exports/exported_to
/government/politician/government_positions_held./government/government_position_held/jurisdiction_of_office	/organization/organization_member/member_of./organization/organization_membership/organization	/user/ktrueman/default_domain/international_organization/member_states
